count	verbatim_kingdom	verbatim_phylum	verbatim_class	verbatim_order	verbatim_family	verbatim_genus	verbatim_species	verbatim_infra	verbatim_rank	verbatim_verbatimRank	verbatim_scientificName	verbatim_generic	verbatim_author	current_kingdom	current_phylum	current_class	current_order	current_family	current_genus	current_subGenus	current_species	current_scientificName	current_acceptedScientificName	current_kingdomKey	current_phylumKey	current_classKey	current_orderKey	current_familyKey	current_genusKey	current_subGenusKey	current_speciesKey	current_taxonKey	current_acceptedTaxonKey	proposed_kingdom	proposed_phylum	proposed_class	proposed_order	proposed_family	proposed_genus	proposed_subGenus	proposed_species	proposed_scientificName	proposed_acceptedScientificName	proposed_kingdomKey	proposed_phylumKey	proposed_classKey	proposed_orderKey	proposed_familyKey	proposed_genusKey	proposed_subGenusKey	proposed_speciesKey	proposed_taxonKey	proposed_acceptedTaxonKey
4532	Plantae	null	null	null	null	null	null	null	null	null	Blechnum spicant (L.) Roth	null	null	Plantae	Tracheophyta	Polypodiopsida	Polypodiales	Blechnaceae	Struthiopteris	null	Struthiopteris spicant	Blechnum spicant (L.) Roth	Struthiopteris spicant Weis	6	7707728	7228684	392	2374	7296752	null	5275365	7742948	5275365	Plantae	Tracheophyta	Polypodiopsida	Polypodiales	Blechnaceae	Struthiopteris	null	Struthiopteris spicant	Blechnum spicant (L.) Roth	Struthiopteris spicant (L.) Weiss	6	7707728	7228684	392	2374	7296752	null	5275365	7742948	5275365
1890	Plantae	Charophyta	Equisetopsida	Caryophyllales	Chenopodiaceae	Sclerolaena	null	null	species	null	Sclerolaena patenticuspis	null	null	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Sclerolaena	null	Sclerolaena patenticuspis	Sclerolaena patenticuspis (R.H.Anders.) Ulbr.	Sclerolaena patenticuspis (R.H.Anders.) Ulbr.	6	7707728	220	422	3064	3758594	null	7407243	7407243	7407243	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Amaranthaceae	Sclerolaena	null	Sclerolaena patenticuspis	Sclerolaena patenticuspis (R.Anderson) Ulbr.	Sclerolaena patenticuspis (R.Anderson) Ulbr.	6	7707728	220	422	3064	3758594	null	7407243	7407243	7407243
1476	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Arrhenatherum	elatius	null	species	null	Arrhenatherum elatius	null	null	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Arrhenatherum	null	Arrhenatherum elatius	Arrhenatherum elatius (L.) J.Presl & C.Presl	Arrhenatherum elatius (L.) J.Presl & C.Presl	6	7707728	196	1369	3073	2704504	null	2704505	2704505	2704505	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Arrhenatherum	null	Arrhenatherum elatius	Arrhenatherum elatius (L.) P.Beauv. ex J.Presl & C.Presl	Arrhenatherum elatius (L.) P.Beauv. ex J.Presl & C.Presl	6	7707728	196	1369	3073	2704504	null	2704505	2704505	2704505
4022	null	null	null	null	null	null	null	null	null	null	Helianthemum nummularium (L.) Mill.	null	null	Plantae	Tracheophyta	Magnoliopsida	Malvales	Cistaceae	Helianthemum	null	Helianthemum salicifolium	Helianthemum nummularium Mill.	Helianthemum salicifolium Mill.	6	7707728	220	941	6635	2874068	null	2874095	8890062	2874095	Plantae	Tracheophyta	Magnoliopsida	Malvales	Cistaceae	Helianthemum	null	Helianthemum nummularium	Helianthemum nummularium Mill.	Helianthemum nummularium Mill.	6	7707728	220	941	6635	2874068	null	8890062	8890062	8890062
1780	null	Proteobacteria	Gammaproteobacteria	Chromatiales	Thioprofundaceae	Thioprofundum	null	null	genus	null	Thioprofundum	null	null	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Thioalkalispiraceae	Thioprofundum	null	null	Thioprofundum Takai & al., 2010	Thioprofundum Takai & al., 2010	3	111	362	667	8328382	8004675	null	null	8004675	8004675	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Thioalkalispiraceae	Thioprofundum	null	null	Thioprofundum Takai et al., 2010	Thioprofundum Takai et al., 2010	3	111	362	667	8328382	8004675	null	null	8004675	8004675
1443	Animalia	Chordata	Aves	Passeriformes	Turdidae	Turdus	null	null	species	null	Turdus pilaris	null	null	Animalia	Chordata	Aves	Passeriformes	Muscicapidae	Turdus	null	Turdus pilaris	Turdus pilaris Linnaeus, 1758	Turdus pilaris Linnaeus, 1758	1	44	212	729	9322	2490714	null	2490737	2490737	2490737	Animalia	Chordata	Aves	Passeriformes	Turdidae	Turdus	null	Turdus pilaris	Turdus pilaris Linnaeus, 1758	Turdus pilaris Linnaeus, 1758	1	44	212	729	5290	2490714	null	2490737	2490737	2490737
1763	Animalia	Chordata	Aves	Passeriformes	Turdidae	Turdus	reevei	null	null	null	Turdus reevei	null	null	Animalia	Chordata	Aves	Passeriformes	Muscicapidae	Turdus	null	Turdus reevei	Turdus reevei Lawrence, 1869	Turdus reevei Lawrence, 1869	1	44	212	729	9322	2490714	null	2490760	2490760	2490760	Animalia	Chordata	Aves	Passeriformes	Turdidae	Turdus	null	Turdus reevei	Turdus reevei Lawrence, 1869	Turdus reevei Lawrence, 1869	1	44	212	729	5290	2490714	null	2490760	2490760	2490760
7909	Plantae	Charophyta	Equisetopsida	Asterales	Asteraceae	Ozothamnus	null	null	species	null	Ozothamnus diosmifolius	null	null	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Ozothamnus	null	Ozothamnus diosmifolius	Ozothamnus diosmifolius (Vent.) DC.	Ozothamnus diosmifolius (Vent.) DC.	6	7707728	220	414	3065	3111875	null	3111921	3111921	3111921	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Ozothamnus	null	Ozothamnus diosmifolius	Ozothamnus diosmifolius (Vent.) DC.	Ozothamnus diosmifolius (Vent.) DC.	6	7707728	220	414	3065	10649348	null	3111921	3111921	3111921
3675	Animalia	Chordata	Aves	Passeriformes	Cotingidae	Cephalopterus	ornatus	null	null	null	Cephalopterus ornatus	null	null	Animalia	Chordata	Aves	Passeriformes	Cotingidae	Cephalopterus	null	Cephalopterus ornatus	Cephalopterus ornatus E.Geoffroy Saint-Hilaire, 1809	Cephalopterus ornatus E.Geoffroy Saint-Hilaire, 1809	1	44	212	729	5236	2419229	null	5959196	5959196	5959196	Animalia	Chordata	Aves	Passeriformes	Cotingidae	Cephalopterus	null	Cephalopterus ornatus	Cephalopterus ornatus Geoffroy Saint-Hilaire, 1809	Cephalopterus ornatus Geoffroy Saint-Hilaire, 1809	1	44	212	729	5236	2419229	null	5959196	5959196	5959196
2897	Bacteria	Deferribacteres	Deferribacteres	Deferribacterales	null	Caldithrix	null	null	null	null	Caldithrix	null	null	Bacteria	Deferribacteres	Deferribacteres	Deferribacterales	null	Caldithrix	null	null	Caldithrix Miroshnichenko & al., 2003	Caldithrix Miroshnichenko & al., 2003	3	28	301	574	null	3219768	null	null	3219768	3219768	Bacteria	Deferribacteres	Deferribacteres	Deferribacterales	null	Caldithrix	null	null	Caldithrix Miroshnichenko et al., 2003	Caldithrix Miroshnichenko et al., 2003	3	28	301	574	null	3219768	null	null	3219768	3219768
10337	Metazoa	Craniata	Aves	Accipitriformes	Accipitridae	Accipiter	nisus	null	Species	null	Accipiter nisus (Linnaeus, 1758)	null	null	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Accipiter	null	Accipiter nisus	Accipiter nisus Linnaeus, 1758	Accipiter nisus Linnaeus, 1758	1	44	212	7191147	2877	9405810	null	2480637	2480637	2480637	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Accipiter	null	Accipiter nisus	Accipiter nisus (Linnaeus, 1758)	Accipiter nisus (Linnaeus, 1758)	1	44	212	7191147	2877	9405810	null	2480637	2480637	2480637
6675	Animalia	Chordata	Aves	Anseriformes	Anatidae	Aix	null	null	species	null	Aix sponsa	null	null	Animalia	Chordata	Aves	Anseriformes	Anatidae	Aix	null	Aix sponsa	Aix sponsa Linnaeus, 1758	Aix sponsa Linnaeus, 1758	1	44	212	1108	2986	2498386	null	2498387	2498387	2498387	Animalia	Chordata	Aves	Anseriformes	Anatidae	Aix	null	Aix sponsa	Aix sponsa (Linnaeus, 1758)	Aix sponsa (Linnaeus, 1758)	1	44	212	1108	2986	2498386	null	2498387	2498387	2498387
4252	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anser	caerulescens	null	Species	null	Anser caerulescens	null	(Linnaeus, 1758)	Animalia	Chordata	Aves	Anseriformes	Anatidae	Chen	null	Chen caerulescens	Anser caerulescens (Linnaeus, 1758)	Chen caerulescens Linnaeus, 1758	1	44	212	1108	2986	2498159	null	2498165	2498167	2498165	Animalia	Chordata	Aves	Anseriformes	Anatidae	Chen	null	Chen caerulescens	Anser caerulescens (Linnaeus, 1758)	Chen caerulescens (Linnaeus, 1758)	1	44	212	1108	2986	2498159	null	2498165	2498167	2498165
1159	null	null	null	null	null	null	null	null	null	null	Chloroclystis v-ata	null	null	Animalia	Arthropoda	Insecta	Lepidoptera	Geometridae	Chloroclystis	null	Chloroclystis vata	Chloroclystis vata Haworth, 1809	Chloroclystis vata Haworth, 1809	1	54	216	797	6950	1989161	null	1989428	1989428	1989428	Animalia	Arthropoda	Insecta	Lepidoptera	Geometridae	Chloroclystis	null	Chloroclystis v-ata	Chloroclystis v-ata (Haworth, 1809)	Chloroclystis v-ata (Haworth, 1809)	1	54	216	797	6950	1989161	null	1989428	1989428	1989428
3465	Animalia	null	Aves	null	null	null	null	null	null	null	Porzana porzana	null	null	Animalia	Chordata	Aves	Gruiformes	Rallidae	Porzana	null	Porzana porzana	Porzana porzana Linnaeus, 1758	Porzana porzana Linnaeus, 1758	1	44	212	1493	9342	2474604	null	9614738	9614738	9614738	Animalia	Chordata	Aves	Gruiformes	Rallidae	Porzana	null	Porzana porzana	Porzana porzana (Linnaeus, 1766)	Porzana porzana (Linnaeus, 1766)	1	44	212	1493	9342	2474604	null	2474621	2474621	2474621
1545	Animalia	Mollusca	Bivalvia	Cardiida	Cyrenidae	Corbicula	null	null	species	null	Corbicula (Corbiculina) australis	null	null	Animalia	Mollusca	Bivalvia	Venerida	Cyrenidae	Batissa	null	Batissa australis	Corbicula australis (Deshayes, 1830)	Batissa australis Deshayes, 1855	1	52	137	9310756	6527076	4589448	null	4589455	5793994	4589455	Animalia	Mollusca	Bivalvia	Venerida	Cyrenidae	Corbicula	null	Corbicula australis	Corbicula australis (Deshayes, 1830)	Corbicula australis (Deshayes, 1830)	1	52	137	9310756	6527076	2286732	null	5793994	5793994	5793994
1800	null	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Algisphaera	null	null	species	null	Algisphaera agarilytica	null	null	incertae sedis	null	null	null	null	Algisphaera	null	Algisphaera agarilytica	Algisphaera agarilytica Yoon & al., 2014	Algisphaera agarilytica Yoon & al., 2014	0	null	null	null	null	8200514	null	7380886	7380886	7380886	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Algisphaera	null	Algisphaera agarilytica	Algisphaera agarilytica Yoon et al., 2014	Algisphaera agarilytica Yoon et al., 2014	3	90	8211192	7390951	5913416	8200514	null	7380886	7380886	7380886
4388	null	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfatirhabdium	null	null	genus	null	Desulfatirhabdium	null	null	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfatirhabdium	null	null	Desulfatirhabdium Balk & al., 2008	Desulfatirhabdium Balk & al., 2008	3	111	338	1382	8935	4899668	null	null	4899668	4899668	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfatirhabdium	null	null	Desulfatirhabdium Balk et al., 2008	Desulfatirhabdium Balk et al., 2008	3	111	338	1382	8935	4899668	null	null	4899668	4899668
11655	Metazoa	Craniata	Aves	Passeriformes	Turdidae	Turdus	pilaris	null	Species	null	Turdus pilaris Linnaeus, 1758	null	null	Animalia	Chordata	Aves	Passeriformes	Muscicapidae	Turdus	null	Turdus pilaris	Turdus pilaris Linnaeus, 1758	Turdus pilaris Linnaeus, 1758	1	44	212	729	9322	2490714	null	2490737	2490737	2490737	Animalia	Chordata	Aves	Passeriformes	Turdidae	Turdus	null	Turdus pilaris	Turdus pilaris Linnaeus, 1758	Turdus pilaris Linnaeus, 1758	1	44	212	729	5290	2490714	null	2490737	2490737	2490737
6127	Plantae	null	null	null	null	null	null	null	null	null	Sonchus asper (L.) Hill	null	null	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Sonchus	null	Sonchus asper	Sonchus asper Hill	Sonchus asper Hill	6	7707728	220	414	3065	3105646	null	3105782	3105782	3105782	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Sonchus	null	Sonchus asper	Sonchus asper (L.) Hill	Sonchus asper (L.) Hill	6	7707728	220	414	3065	3105646	null	3105782	3105782	3105782
2900	Plantae	Charophyta	Equisetopsida	Poales	Poaceae	Polypogon	null	null	species	null	Polypogon monspeliensis	null	null	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Polypogon	null	Polypogon monspeliensis	Polypogon monspeliensis Desf.	Polypogon monspeliensis Desf.	6	7707728	196	1369	3073	2704396	null	5289917	5289917	5289917	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Polypogon	null	Polypogon monspeliensis	Polypogon monspeliensis (L.) Desf.	Polypogon monspeliensis (L.) Desf.	6	7707728	196	1369	3073	2704396	null	5289917	5289917	5289917
1024	null	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flagellimonas	null	null	genus	null	Flagellimonas	null	null	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flagellimonas	null	null	Flagellimonas Bae & al., 2007	Flagellimonas Bae & al., 2007	3	81	8019474	569	8099	4893201	null	null	4893201	4893201	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flagellimonas	null	null	Flagellimonas Bae et al., 2007	Flagellimonas Bae et al., 2007	3	81	8019474	569	8099	4893201	null	null	4893201	4893201
58019	Plantae	null	null	null	null	null	null	null	species	null	Halophila spinulosa	null	null	Plantae	Tracheophyta	Liliopsida	Alismatales	Hydrocharitaceae	Halophila	null	Halophila spinulosa	Halophila spinulosa (R.Br.) Asch.	Halophila spinulosa (R.Br.) Asch.	6	7707728	196	551	3721	2866030	null	5329609	5329609	5329609	Plantae	Tracheophyta	Liliopsida	Alismatales	Hydrocharitaceae	Halophila	null	Halophila spinulosa	Halophila spinulosa Asch.	Halophila spinulosa Asch.	6	7707728	196	551	3721	2866030	null	5329609	5329609	5329609
1005	plantae	null	null	null	null	null	null	null	null	null	Lathyrus palustris L.	null	null	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Lathyrus	null	Lathyrus palustris	Lathyrus palustris L.	Lathyrus palustris L.	6	7707728	220	1370	5386	2962244	null	5356412	5356412	5356412	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Lathyrus	null	Lathyrus palustris	Lathyrus palustris L.	Lathyrus palustris L.	6	7707728	220	1370	5386	10473556	null	5356412	5356412	5356412
1123	null	null	null	null	null	null	null	null	null	null	Hieracium lachenalii C.C. Gmel.	null	null	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Hieracium	null	Hieracium lachenalii	Hieracium lachenalii C.C.Gmel.	Hieracium lachenalii subsp. cruentifolium (Dahlst. & Lübeck) Zahn	6	7707728	220	414	3065	3134951	null	7647400	3135550	8215552	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Hieracium	null	Hieracium cruentifolium	Hieracium lachenalii C.C.Gmel.	Hieracium cruentifolium Dahlst. & Lübeck	6	7707728	220	414	3065	3134951	null	4226043	3135550	4226043
1271	null	null	null	null	null	null	null	null	null	null	Inocybe geophylla (Sowerby) Quél.	null	null	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	null	Inocybe geophylla	Inocybe geophylla (Sowerby) Quél.	Inocybe geophylla (Bull.) P.Kumm., 1871	5	34	186	1499	4177	2527866	null	3330851	7465409	3330851	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	null	null	Inocybe (Fr.) Fr.	Inocybe (Fr.) Fr.	5	34	186	1499	4177	2527866	null	null	2527866	2527866
1264	null	null	null	null	null	null	null	null	null	null	Lathyrus hirsutus L., 1753	null	null	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Lathyrus	null	Lathyrus hirsutus	Lathyrus hirsutus L.	Lathyrus hirsutus L.	6	7707728	220	1370	5386	2962244	null	5356382	5356382	5356382	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Lathyrus	null	Lathyrus hirsutus	Lathyrus hirsutus L.	Lathyrus hirsutus L.	6	7707728	220	1370	5386	10473556	null	5356382	5356382	5356382
1143	null	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Oceanicella	null	null	genus	null	Oceanicella	null	null	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Oceanicola	null	null	Oceanicola Cho & Giovannoni, 2004	Oceanicola Cho & Giovannoni, 2004	3	111	197	1222	4729	3221092	null	null	3221092	3221092	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Oceanicella	null	null	Oceanicella Albuquerque et al., 2012	Oceanicella Albuquerque et al., 2012	3	111	197	1222	4729	7546378	null	null	7546378	7546378
1450	Animalia	null	null	null	null	null	null	null	null	null	Purnella albifrons	null	null	Animalia	Chordata	Aves	Passeriformes	Meliphagidae	Phylidonyris	null	Phylidonyris albifrons	Purnella albifrons (Gould, 1841)	Phylidonyris albifrons (Gould, 1841)	1	44	212	729	9319	2487005	null	2487010	6094315	2487010	Animalia	Chordata	Aves	Passeriformes	Meliphagidae	Purnella	null	Purnella albifrons	Purnella albifrons	Purnella albifrons	1	44	212	729	9319	7342128	null	6094315	6094315	6094315
6842	Animalia	null	Aves	null	null	null	null	null	Species	null	Turdus merula	null	null	Animalia	Chordata	Aves	Passeriformes	Muscicapidae	Turdus	null	Turdus merula	Turdus merula Linnaeus, 1758	Turdus merula Linnaeus, 1758	1	44	212	729	9322	2490714	null	2490719	2490719	2490719	Animalia	Chordata	Aves	Passeriformes	Turdidae	Turdus	null	Turdus merula	Turdus merula Linnaeus, 1758	Turdus merula Linnaeus, 1758	1	44	212	729	5290	2490714	null	2490719	2490719	2490719
1973	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Pseudolycaena	damo	null	species	null	Pseudolycaena damo	null	Sky-blue Greatstreak	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Pseudolycaena	null	null	Pseudolycaena Wallengren, 1858	Pseudolycaena Wallengren, 1858	1	54	216	797	5473	1922635	null	null	1922635	1922635	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Pseudolycaena	null	Pseudolycaena damo	Pseudolycaena damo	Pseudolycaena damo	1	54	216	797	5473	1922635	null	9912279	9912279	9912279
1007	Animalia	Chordata	Aves	Passeriformes	Icteridae	Molothrus	bonariensis	null	species	null	Molothrus bonariensis	null	null	Animalia	Chordata	Aves	Passeriformes	Emberizidae	Molothrus	null	Molothrus bonariensis	Molothrus bonariensis (Gmelin, 1789)	Molothrus bonariensis (Gmelin, 1789)	1	44	212	729	9608	2484385	null	2484396	2484396	2484396	Animalia	Chordata	Aves	Passeriformes	Icteridae	Molothrus	null	Molothrus bonariensis	Molothrus bonariensis (Gmelin, 1789)	Molothrus bonariensis (Gmelin, 1789)	1	44	212	729	6176	2484385	null	2484396	2484396	2484396
2914	Plantae	null	null	null	Ophioglossaceae	null	null	null	null	null	Ophioglossum vulgatum agg.	null	null	Plantae	Tracheophyta	Psilotopsida	Ophioglossales	Ophioglossaceae	Ophioglossum	null	null	Ophioglossum vulgatum L.	Ophioglossum vulgatum L.	6	7707728	7219203	393	6627	2650127	null	null	2650133	2650133	Plantae	Tracheophyta	Polypodiopsida	Ophioglossales	Ophioglossaceae	Ophioglossum	null	null	Ophioglossum vulgatum L.	Ophioglossum vulgatum L.	6	7707728	7228684	393	6627	2650127	null	null	2650133	2650133
1783	Plantae	Magnoliophyta	Monocots	Poales	Juncaceae	Luzula	null	null	null	null	Luzula multiflora ssp. frigida	null	(Buchenau) V.I.Krecz.	Plantae	Tracheophyta	Liliopsida	Poales	Juncaceae	Luzula	null	Luzula multiflora	Luzula multiflora subsp. frigida (Buch.) V.I.Krecz.	Luzula multiflora subsp. frigida (Buch.) V.I.Krecz.	6	7707728	196	1369	5353	2700604	null	2700934	6449159	6449159	Plantae	Tracheophyta	Liliopsida	Poales	Juncaceae	Luzula	null	Luzula lutea	Luzula multiflora subsp. frigida (Buch.) V.I.Krecz.	Luzula lutea DC.	6	7707728	196	1369	5353	2700604	null	2700839	6449159	2700839
1003	Plantae	Tracheophyta	null	null	Equisetaceae	Spaciinodum	collinsonii	null	null	null	Spaciinodum collinsonii	null	null	Plantae	Tracheophyta	Equisetopsida	Equisetales	Equisetaceae	Spaciinodum	null	null	Spaciinodum J.M.Osborn & T.N.Taylor, 1989	Spaciinodum J.M.Osborn & T.N.Taylor, 1989	6	7707728	246	954	3105	4908271	null	null	4908271	4908271	Plantae	Tracheophyta	Polypodiopsida	Equisetales	Equisetaceae	Spaciinodum	null	null	Spaciinodum J.M.Osborn & T.N.Taylor, 1989	Spaciinodum J.M.Osborn & T.N.Taylor, 1989	6	7707728	7228684	954	3105	4908271	null	null	4908271	4908271
5253	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Crepis	praemorsa	null	Species	null	Crepis praemorsa	null	(L.) Walther	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Crepis	null	Crepis praemorsa	Crepis praemorsa (L.) Walther	Crepis praemorsa subsp. praemorsa	6	7707728	220	414	3065	3143303	null	7870551	8277403	6303823	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Crepis	null	Crepis praemorsa	Crepis praemorsa (L.) Walther	Crepis praemorsa subsp. praemorsa	6	7707728	220	414	3065	3143303	null	5403302	8277403	6303823
3851	null	null	null	null	null	null	null	null	null	null	Pluvialis squatarola	null	null	Animalia	Chordata	Aves	Charadriiformes	Charadriidae	Pluvialis	null	Pluvialis squatarola	Pluvialis squatarola Linnaeus, 1758	Pluvialis squatarola Linnaeus, 1758	1	44	212	7192402	2480210	2480326	null	2480327	2480327	2480327	Animalia	Chordata	Aves	Charadriiformes	Charadriidae	Pluvialis	null	Pluvialis squatarola	Pluvialis squatarola (Linnaeus, 1758)	Pluvialis squatarola (Linnaeus, 1758)	1	44	212	7192402	2480210	2480326	null	2480327	2480327	2480327
9443	null	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Polaribacter	null	null	genus	null	Polaribacter	null	null	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Polaribacter	null	null	Polaribacter Gosink & al., 1998	Polaribacter Gosink & al., 1998	3	81	8019474	569	8099	3228660	null	null	3228660	3228660	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Polaribacter	null	null	Polaribacter Gosink et al., 1998	Polaribacter Gosink et al., 1998	3	81	8019474	569	8099	3228660	null	null	3228660	3228660
1172	null	Proteobacteria	Oligoflexia	Silvanigrellales	Silvanigrellaceae	null	null	null	family	null	Silvanigrellaceae	null	null	Bacteria	Proteobacteria	null	null	null	null	null	null	Proteobacteria	Proteobacteria	3	111	null	null	null	null	null	null	111	111	Bacteria	Proteobacteria	null	null	Silvanigrellaceae	null	null	null	Silvanigrellaceae	Silvanigrellaceae	3	111	null	null	10438034	null	null	null	10438034	10438034
2553	Animalia	Arthropoda	Insecta	Coleoptera	Dryopidae	Dryops	null	null	species	null	Dryops (Dryops) luridus	null	null	Animalia	Arthropoda	Insecta	Coleoptera	Dryopidae	Dryops	null	Dryops luridus	Dryops luridus (Erichson, 1847)	Dryops luridus (Erichson, 1847)	1	54	216	1470	4732	3263022	null	1033452	1033452	1033452	Animalia	Arthropoda	Insecta	Coleoptera	Dryopidae	Dryops	null	Dryops luridus	Dryops luridus (Erichson, 1847)	Dryops luridus (Erichson, 1847)	1	54	216	1470	4732	1033449	null	1033452	1033452	1033452
1141	Animalia	Arthropoda	Insecta	Diptera	Empididae	Empis	null	null	species	null	Empis tessellata	null	null	Animalia	Arthropoda	Insecta	Diptera	Hybotidae	Empis	null	Empis tessellata	Empis tessellata Fabricius, 1794	Empis tessellata Fabricius, 1794	1	54	216	811	9706	9522174	null	1583544	1583544	1583544	Animalia	Arthropoda	Insecta	Diptera	Empididae	Empis	null	Empis tessellata	Empis tessellata Fabricius, 1794	Empis tessellata Fabricius, 1794	1	54	216	811	9483	9522174	null	1583544	1583544	1583544
3497	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	Xerula	null	null	species	null	Xerula radicata	null	null	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	Hymenopellis	null	Hymenopellis radicata	Xerula radicata (Relhan) Fr.	Hymenopellis radicata (Relhan) R.H.Petersen, 2010	5	34	186	1499	4182	8154036	null	8031042	2536811	8031042	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	Hymenopellis	null	Hymenopellis radicata	Xerula radicata (Relhan) Dörfelt, 1975	Hymenopellis radicata (Relhan) R.H.Petersen, 2010	5	34	186	1499	4182	8154036	null	8031042	8300906	8031042
1005	Plantae	null	Equisetopsida	Asterales	Asteraceae	Senecio	null	null	null	null	Senecio gallicus Vill., 1785	null	null	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Senecio	null	Senecio gallicus	Senecio gallicus Vill.	Senecio gallicus Vill.	6	7707728	220	414	3065	3106738	null	8004929	8004929	8004929	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Senecio	null	Senecio gallicus	Senecio gallicus Vill., 1785	Senecio gallicus Vill., 1785	6	7707728	220	414	3065	3106738	null	8004929	8004929	8004929
1941	null	null	null	null	null	null	null	null	species	null	Erpobdella nigricollis (Brandes, 1900)	null	null	Animalia	Annelida	Clitellata	Arhynchobdellida	Erpobdellidae	Erpobdella	null	Erpobdella nigricollis	Erpobdella nigricollis Brandes, 1900	Erpobdella nigricollis Brandes, 1900	1	42	255	1077	6945	2308840	null	4411078	4411078	4411078	Animalia	Annelida	Clitellata	Arhynchobdellida	Erpobdellidae	Erpobdella	null	Erpobdella nigricollis	Erpobdella nigricollis (Brandes, 1900)	Erpobdella nigricollis (Brandes, 1900)	1	42	255	1077	6945	2308840	null	4411078	4411078	4411078
1527	null	null	null	null	null	null	null	null	null	null	Larus melanocephalus	null	null	Animalia	Chordata	Aves	Charadriiformes	Laridae	Ichthyaetus	null	Ichthyaetus melanocephalus	Larus melanocephalus Temminck, 1820	Ichthyaetus melanocephalus (Temminck, 1820)	1	44	212	7192402	9316	7237184	null	8151548	2481194	8151548	Animalia	Chordata	Aves	Charadriiformes	Laridae	Ichthyaetus	null	Ichthyaetus melanocephalus	Larus melanocephalus Temminck, 1820	Ichthyaetus melanocephalus (Temminck, 1820)	1	44	212	7192402	9316	7237094	null	8151548	2481194	8151548
